cod_sku,denumire,categorie,producator,garantie_luni,status,depozit,oras_depozit,tara_depozit,cantitate,prag_minim,socket,memory_type,form_factor,interface,storage_form
-BIOSTAR-A620MHC,Biostar A620MHC,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,Micro ATX,,
-GIGABYTE-B760M-AORUS,Gigabyte B760M AORUS ELITE WIFI6E DDR4 GEN5,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-ASUS-PRIME-B650EM-A-,Asus PRIME B650EM-A-CSM,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,Micro ATX,,
-ASUS-PRIME-B760M-F-W,Asus PRIME B760M-F WIFI-CSM,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-MSI-PRO-H810M-B-WIFI,MSI PRO H810M-B WIFI6E,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1851,,Micro ATX,,
-ASROCK-890GX-EXTREME,ASRock 890GX Extreme3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-INTEL-DG45ID,Intel DG45ID,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,Micro ATX,,
-GIGABYTE-GA-H55N-USB,Gigabyte GA-H55N-USB3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,Mini ITX,,
-ASUS-P7H57D-V-EVO,Asus P7H57D-V EVO,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,ATX,,
-GIGABYTE-GA-H57M-USB,Gigabyte GA-H57M-USB3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,Micro ATX,,
-BIOSTAR-T5-XE-CFX-SL,Biostar T5 XE CFX-SLI,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,ATX,,
-ASUS-SABERTOOTH-55I,Asus Sabertooth 55I,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,ATX,,
-GIGABYTE-GA-P55A-UD3,Gigabyte GA-P55A-UD3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,ATX,,
-FOXCONN-A6GMV,Foxconn A6GMV,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-GIGABYTE-GA-MA770-UD,Gigabyte GA-MA770-UD3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM2,,ATX,,
-GIGABYTE-GA-770TA-UD,Gigabyte GA-770TA-UD3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-MSI-770T-C45,MSI 770T-C45,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-ASROCK-770-EXTREME3,ASRock 770 Extreme3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-ASUS-M4A785TD-V-EVO,Asus M4A785TD-V EVO,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-ASROCK-A785GMH/128M,ASRock A785GMH/128M,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-GIGABYTE-GA-790FXTA-,Gigabyte GA-790FXTA-UD5,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-MSI-870A-G54,MSI 870A-G54,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-GIGABYTE-GA-870A-UD3,Gigabyte GA-870A-UD3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-ASUS-M4A87TD-EVO,Asus M4A87TD EVO,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-GIGABYTE-GA-880GA-UD,Gigabyte GA-880GA-UD3H,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-GIGABYTE-GA-890GPA-U,Gigabyte GA-890GPA-UD3H,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-INTEL-DB43LD,Intel DB43LD,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,Micro ATX,,
-INTEL-DP43BF,Intel DP43BF,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,ATX,,
-GIGABYTE-GA-EP45T-US,Gigabyte GA-EP45T-USB3P,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,ATX,,
-EVGA-121-BL-E756-TR,EVGA 121-BL-E756-TR,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1366,,Micro ATX,,
-INTEL-DG41KR,Intel DG41KR,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,Micro ATX,,
-ASUS-P5G41T-M/CSM,Asus P5G41T-M/CSM,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,Micro ATX,,
-ZOTAC-H55ITX-A-E,Zotac H55ITX-A-E,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,Mini ITX,,
-ZOTAC-GF9300-I-E,Zotac GF9300-I-E,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,Mini ITX,,
-ASUS-M4A88T-M/USB3,Asus M4A88T-M/USB3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-ZOTAC-G43ITX-A-E,Zotac G43ITX-A-E,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,Mini ITX,,
-ASROCK-890FX-DELUXE4,ASRock 890FX Deluxe4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-GIGABYTE-GA-MA78LMT-,Gigabyte GA-MA78LMT-S2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-ASROCK-890GX-EXTREME,ASRock 890GX Extreme4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-GIGABYTE-GA-M68MT-D3,Gigabyte GA-M68MT-D3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-MSI-P55-CD53,MSI P55-CD53,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,ATX,,
-BIOSTAR-TA790XE,Biostar TA790XE,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-MSI-880GM-E41,MSI 880GM-E41,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-ASROCK-P55-EXTREME4,ASRock P55 Extreme4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,ATX,,
-BIOSTAR-TA890FXE,Biostar TA890FXE,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-MSI-870U-G55,MSI 870U-G55,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-MSI-770T-C35,MSI 770T-C35,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM2,,ATX,,
-BIOSTAR-N68S,Biostar N68S,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM2,,Micro ATX,,
-ASUS-P5G41T-M-LE,Asus P5G41T-M LE,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,Micro ATX,,
-ASUS-M4A77TD,Asus M4A77TD,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-ZOTAC-GF6100-F-E,Zotac GF6100-F-E,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-ASUS-P5G43T-M-PRO,Asus P5G43T-M Pro,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,Micro ATX,,
-BIOSTAR-G41-HD,Biostar G41 HD,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,Micro ATX,,
-MSI-BIG-BANG-TRINERG,MSI Big Bang Trinergy,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,ATX,,
-BIOSTAR-H55-HD,Biostar H55 HD,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,Micro ATX,,
-FOXCONN-A88GMX,Foxconn A88GMX,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-ASUS-M4A88T-V-EVO/US,Asus M4A88T-V EVO/USB3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-FOXCONN-H55MX-S,Foxconn H55MX-S,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,Micro ATX,,
-ASUS-P7F7-E-WS-SUPER,Asus P7F7-E WS SuperComputer,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,ATX,,
-BIOSTAR-T5-XE,Biostar T5 XE,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,ATX,,
-BIOSTAR-G41M7,Biostar G41M7,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,Micro ATX,,
-ASROCK-H55M/USB3-R2.,ASRock H55M/USB3 R2.0,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,Micro ATX,,
-GIGABYTE-GA-P67A-UD4,Gigabyte GA-P67A-UD4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-ASUS-P8H67-M-LX,Asus P8H67-M LX,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-MSI-P67A-GD55,MSI P67A-GD55,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-MSI-P67A-GD53,MSI P67A-GD53,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-MSI-P67A-C43,MSI P67A-C43,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-INTEL-DP67BG,Intel DP67BG,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-INTEL-DH67GD,Intel DH67GD,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-ECS-H67H2-I,ECS H67H2-I,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Mini ITX,,
-ASROCK-P67-EXTREME6,ASRock P67 Extreme6,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-MSI-760GM-P33,MSI 760GM-P33,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-BIOSTAR-A880GU3,Biostar A880GU3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-FOXCONN-H67A-S,Foxconn H67A-S,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-MSI-880GM-P51,MSI 880GM-P51,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-BIOSTAR-TFORCE-TG31-,Biostar TForce TG31-A7,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,ATX,,
-BIOSTAR-P43-A7,Biostar P43-A7,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,ATX,,
-MSI-X58A-GD65,MSI X58A-GD65,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1366,,ATX,,
-ECS-A880GM-M6(1.0),ECS A880GM-M6(1.0),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-BIOSTAR-TA785G3+,Biostar TA785G3+,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-BIOSTAR-G41HDRCH,Biostar G41HDRCH,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,Micro ATX,,
-SAPPHIRE-PURE-BLACK-,Sapphire PURE Black X58,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1366,,ATX,,
-GIGABYTE-GA-P67A-UD3,Gigabyte GA-P67A-UD3-B3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-MSI-P67A-C43-(B3),MSI P67A-C43 (B3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-MSI-P67A-G45-(B3),MSI P67A-G45 (B3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-MSI-H67MA-E45-(B3),MSI H67MA-E45 (B3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-ASROCK-H67M-ITX/HT,ASRock H67M-ITX/HT,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Mini ITX,,
-ASROCK-H67M-(B3),ASRock H67M (B3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-GIGABYTE-GA-P67A-UD5,Gigabyte GA-P67A-UD5-B3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-ASUS-SABERTOOTH-P67-,Asus Sabertooth P67 (REV 3.0),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-ECS-P45T-AD3,ECS P45T-AD3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,ATX,,
-ASROCK-P67-EXTREME-4,ASRock P67 Extreme 4 (B3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-MSI-870S-G46,MSI 870S-G46,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-ASUS-P8H61-M-LE/CSM-,Asus P8H61-M LE/CSM (REV 3.0),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-ASROCK-880G-PRO3,ASRock 880G Pro3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-MSI-NF725GM-P43,MSI NF725GM-P43,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-BIOSTAR-H61ML,Biostar H61ML,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-ASROCK-H67M-GE/HT-(B,ASRock H67M-GE/HT (B3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-ECS-P67H2-A2-SLI-(B3,ECS P67H2-A2 SLI (B3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-SAPPHIRE-PURE-BLACK-,Sapphire PURE Black P67,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-INTEL-DH67BLB3,Intel DH67BLB3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-INTEL-DH67GDB3,Intel DH67GDB3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-INTEL-DH61DLB3,Intel DH61DLB3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Mini ITX,,
-GIGABYTE-GA-E350N-US,Gigabyte GA-E350N-USB3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,INTEGRATED E SERIES E 350,,Mini ITX,,
-ZOTAC-NM10-A-E-ION,Zotac NM10-A-E-ION,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,INTEGRATED ATOM D510,,Mini ITX,,
-ZOTAC-NM10-A-E,Zotac NM10-A-E,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,INTEGRATED ATOM D510,,Mini ITX,,
-FOXCONN-AHD1S-K,Foxconn AHD1S-K,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,INTEGRATED E SERIES E 350,,Mini ITX,,
-GIGABYTE-GA-Z68X-UD3,Gigabyte GA-Z68X-UD3-B3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-MSI-Z68MA-ED55-(B3),MSI Z68MA-ED55 (B3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-ASUS-M4A785T-M,Asus M4A785T-M,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-JETWAY-JMIP41TA-IC-L,Jetway JMIP41TA-IC-LF,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,ATX,,
-JETWAY-JNAF91R-G41,Jetway JNAF91R-G41,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,ATX,,
-INTEL-DQ67OWB3,Intel DQ67OWB3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-BIOSTAR-G31-M7G-DVI,Biostar G31-M7G DVI,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,Micro ATX,,
-EVGA-130-SB-E675-KR,EVGA 130-SB-E675-KR,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-GIGABYTE-GA-Z68XP-UD,Gigabyte GA-Z68XP-UD3P,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-INTEL-DZ68DB,Intel DZ68DB,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-INTEL-DP67BGB3,Intel DP67BGB3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-ASROCK-H61M,ASRock H61M,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-MSI-Z68A-GD65-(B3),MSI Z68A-GD65 (B3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-ASUS-F1A75-M,Asus F1A75-M,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM1,,Micro ATX,,
-MSI-A75MA-G55,MSI A75MA-G55,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM1,,Micro ATX,,
-ASUS-AT5NM10T-I,Asus AT5NM10T-I,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,INTEGRATED ATOM D525,,Mini ITX,,
-ASROCK-Z68-PROFESSIO,ASRock Z68 Professional Gen3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-ASUS-P8P67-PRO-(REV-,Asus P8P67 PRO (REV 3.1),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-ASUS-CROSSHAIR-V-FOR,Asus Crosshair V Formula/Thunderbolt,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-ASUS-F1A75-V-EVO,Asus F1A75-V EVO,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM1,,ATX,,
-MSI-Z68A-GD80-(G3),MSI Z68A-GD80 (G3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-MSI-A75A-G55,MSI A75A-G55,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM1,,ATX,,
-GIGABYTE-G1.SNIPER2,Gigabyte G1.SNIPER2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-EVGA-160-SB-E689-KR,EVGA 160-SB-E689-KR,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,EATX,,
-MSI-990XA-GD55,MSI 990XA-GD55,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-BIOSTAR-A75MH,Biostar A75MH,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM1,,Micro ATX,,
-MSI-Z68A-G43-(G3),MSI Z68A-G43 (G3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-BIOSTAR-H61MHB,Biostar H61MHB,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-BIOSTAR-H61MLB,Biostar H61MLB,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-BIOSTAR-H61MLC,Biostar H61MLC,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-BIOSTAR-TA990FXE,Biostar TA990FXE,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-ASUS-F1A75-I-DELUXE,Asus F1A75-I Deluxe,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM1,,Mini ITX,,
-INTEL-DZ68BC,Intel DZ68BC,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-ECS-A990FXM-A-V1.0-C,ECS A990FXM-A V1.0 CFX/CLI,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-SUPERMICRO-MBD-X9SCM,Supermicro MBD-X9SCM-F-O,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-MSI-X79A-GD45,MSI X79A-GD45,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA2011,,ATX,,
-ASUS-F1A55-M-LE,Asus F1A55-M LE,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM1,,Micro ATX,,
-MSI-H61M-P25-(B3),MSI H61M-P25 (B3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-MSI-A75MA-P35,MSI A75MA-P35,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM1,,Micro ATX,,
-GIGABYTE-GA-880GM-D2,Gigabyte GA-880GM-D2H (REV. 3.1),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-EVGA-120-SB-E682-KR,EVGA 120-SB-E682-KR,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-JETWAY-JNF9A-Q67,Jetway JNF9A-Q67,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Mini ITX,,
-MSI-H61MA-E35-(B3),MSI H61MA-E35 (B3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-INTEL-DZ68ZV,Intel DZ68ZV,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-INTEL-DH61SA,Intel DH61SA,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-BIOSTAR-TZ77A,Biostar TZ77A,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-BIOSTAR-TZ77XE4,Biostar TZ77XE4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-MSI-Z77A-GD65,MSI Z77A-GD65,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-ASUS-P8Z77-WS,Asus P8Z77 WS,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-BIOSTAR-A960G+,Biostar A960G+,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-ASROCK-Q77M-VPRO,ASRock Q77M vPro,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-MSI-990FXA-GD80V2,MSI 990FXA-GD80V2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-ASROCK-970-PRO3,ASRock 970 Pro3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-ECS-H77H2-M,ECS H77H2-M,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-ASROCK-Z77-EXTREME9,ASRock Z77 Extreme9,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-ECS-A960M-M2,ECS A960M-M2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,Micro ATX,,
-INTEL-D2700MUD,Intel D2700MUD,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,INTEGRATED ATOM D2700,,Mini ITX,,
-BIOSTAR-BIB75-AHB,Biostar BIB75-AHB,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-ECS-Z77H2-A3(1.2),ECS Z77H2-A3(1.2),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-ASROCK-Z77M,ASRock Z77M,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-ZOTAC-H67ITX-D-E,Zotac H67ITX-D-E,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Mini ITX,,
-ASUS-F1A55-M-LX-PLUS,Asus F1A55-M LX PLUS R2.0,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM1,,Micro ATX,,
-JETWAY-JTA55M1,Jetway JTA55M1,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM1,,Micro ATX,,
-ASROCK-B75M-DGS,ASRock B75M-DGS,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-ASROCK-Z77-WS,ASRock Z77 WS,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,ATX,,
-FOXCONN-B75M,Foxconn B75M,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-ASUS-F1A55-M-LX3,Asus F1A55-M LX3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM1,,Micro ATX,,
-INTEL-DB65AL,Intel DB65AL,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-ECS-H61H2-I3-(V1.0),ECS H61H2-I3 (v1.0),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Mini ITX,,
-ASUS-F2A85-V-PRO,Asus F2A85-V PRO,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM2,,ATX,,
-GIGABYTE-GA-F2A75M-D,Gigabyte GA-F2A75M-D3H,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM2,,Micro ATX,,
-MSI-FM2-A85XA-G65,MSI FM2-A85XA-G65,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM2,,ATX,,
-ECS-A85F2-A-DELUXE(1,ECS A85F2-A DELUXE(1.0),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM2,,ATX,,
-GIGABYTE-GA-F2A85X-D,Gigabyte GA-F2A85X-D3H,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM2,,ATX,,
-ASUS-MAXIMUS-V-FORMU,Asus Maximus V Formula/Assassins C3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,EATX,,
-ECS-A970M-A-DELUXE-V,ECS A970M-A DELUXE v1.0,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
